item,views,likes,ctr
6709,1,1,1
6710,5,1,0.200000003
6712,6,2,0.333333343
6713,1,1,1
6714,1,0,0
6715,4,0,0
6716,2,0,0
6717,4,2,0.5
6718,6,1,0.166666672
6719,4,0,0
6720,5,0,0
6721,3,0,0
6722,1,1,1
6723,2,1,0.5
6724,4,0,0
6725,4,0,0
6726,2,0,0
6727,3,0,0
6728,5,0,0
6729,4,0,0
6730,2,1,0.5
6731,2,0,0
6732,4,0,0
6733,2,1,0.5
6734,2,0,0
6735,4,0,0
6736,4,0,0
6737,2,0,0
6738,1,0,0
6739,3,0,0
6741,2,1,0.5
6742,1,0,0
6743,2,1,0.5
6745,6,1,0.166666672
6746,2,0,0
6747,4,0,0
6748,2,0,0
6749,3,0,0
6750,3,0,0
6751,3,1,0.333333343
6752,4,0,0
6753,2,1,0.5
6754,3,0,0
6756,3,1,0.333333343
6757,6,0,0
6758,4,0,0
6759,1,0,0
6760,5,1,0.200000003
6761,3,0,0
6762,4,0,0
6763,4,0,0
6764,4,0,0
6765,3,0,0
6766,2,1,0.5
6767,5,1,0.200000003
6768,4,0,0
6769,2,1,0.5
6771,2,1,0.5
6772,1,0,0
6773,1,1,1
6774,2,0,0
6775,3,1,0.333333343
6776,2,0,0
6777,1,1,1
6778,5,1,0.200000003
6779,1,0,0
6780,1,0,0
6781,1,0,0
6782,5,1,0.200000003
6783,2,0,0
6784,3,0,0
6785,6,0,0
6786,7,1,0.142857149
6787,3,1,0.333333343
6788,1,1,1
6790,1,0,0
6791,4,0,0
6792,2,0,0
6793,2,0,0
6794,5,2,0.400000006
6795,2,1,0.5
6796,4,1,0.25
6797,5,1,0.200000003
6798,4,0,0
6799,5,1,0.200000003
6800,1,0,0
6801,1,1,1
6802,4,2,0.5
6803,1,0,0
6804,3,0,0
6805,2,0,0
6806,2,0,0
6807,1,0,0
6808,3,0,0
6809,1,0,0
6810,2,0,0
6811,3,0,0
6812,3,0,0
6813,3,0,0
6814,3,1,0.333333343
6815,1,0,0
6816,2,0,0
6817,1,0,0
6818,3,0,0
6819,4,1,0.25
6820,4,0,0
6821,5,0,0
6822,3,2,0.666666687
6823,1,0,0
6824,2,0,0
6825,4,2,0.5
6826,2,0,0
6827,1,0,0
6828,3,0,0
6829,4,1,0.25
6830,2,0,0
6831,4,2,0.5
6832,4,1,0.25
6833,4,0,0
6834,5,0,0
6835,4,0,0
6836,4,1,0.25
6837,2,0,0
6838,1,0,0
6839,1,0,0
6840,2,0,0
6842,4,0,0
6843,3,0,0
6844,3,0,0
6845,3,0,0
6846,1,0,0
6847,3,0,0
6848,4,0,0
6849,3,0,0
6850,1,0,0
6851,3,1,0.333333343
6852,2,0,0
6854,8,1,0.125
6855,5,0,0
6856,3,0,0
6857,1,0,0
6858,2,0,0
6859,4,1,0.25
6860,3,1,0.333333343
6861,2,0,0
6862,3,0,0
6863,2,0,0
6864,3,1,0.333333343
6865,3,0,0
6866,3,0,0
6867,1,0,0
6868,3,0,0
6869,3,0,0
6870,3,1,0.333333343
6871,3,0,0
6872,3,0,0
6873,3,0,0
6874,1,0,0
6875,5,0,0
6876,2,0,0
6877,1,0,0
6878,2,2,1
6879,5,2,0.400000006
6880,3,1,0.333333343
6881,3,1,0.333333343
6883,2,0,0
6884,4,0,0
6885,3,1,0.333333343
6886,2,1,0.5
6887,2,0,0
6888,2,0,0
6889,4,0,0
6890,2,2,1
6891,3,0,0
6894,2,0,0
6895,2,0,0
6896,2,0,0
6897,3,1,0.333333343
6898,1,0,0
6899,5,1,0.200000003
6900,2,0,0
6901,5,1,0.200000003
6902,2,1,0.5
6903,3,0,0
6904,7,1,0.142857149
6905,3,0,0
6906,4,1,0.25
6908,8,1,0.125
6909,3,0,0
6910,7,1,0.142857149
6911,4,1,0.25
6912,5,1,0.200000003
6913,4,1,0.25
6914,2,0,0
6915,2,1,0.5
6916,1,1,1
6917,4,0,0
6918,4,0,0
6919,2,0,0
6920,2,0,0
6921,3,0,0
6922,2,0,0
6923,4,0,0
6924,4,0,0
6925,4,1,0.25
6926,3,0,0
6927,4,1,0.25
6928,2,0,0
6929,1,0,0
6930,1,0,0
6931,1,0,0
6933,4,1,0.25
6934,3,0,0
6935,2,0,0
6936,2,0,0
6937,2,1,0.5
6939,7,1,0.142857149
6940,3,1,0.333333343
6941,2,0,0
6942,3,1,0.333333343
6943,1,0,0
6944,6,2,0.333333343
6945,6,2,0.333333343
6947,3,1,0.333333343
6948,1,0,0
6950,4,2,0.5
6951,4,0,0
6952,2,0,0
6954,3,0,0
6956,2,0,0
6957,4,0,0
6958,2,0,0
6959,1,0,0
6960,6,0,0
6961,2,0,0
6962,5,2,0.400000006
6963,3,0,0
6964,3,1,0.333333343
6965,2,0,0
6966,1,0,0
6967,1,0,0
6968,2,2,1
6969,3,0,0
6970,3,1,0.333333343
6971,5,0,0
6972,1,0,0
6973,2,2,1
6974,3,0,0
6975,7,0,0
6976,3,0,0
6977,3,1,0.333333343
6978,3,1,0.333333343
6979,1,1,1
6980,1,0,0
6981,1,1,1
6982,5,1,0.200000003
6983,1,1,1
6984,2,0,0
6985,3,0,0
6986,1,0,0
6987,2,0,0
6988,1,0,0
6989,2,1,0.5
6990,4,1,0.25
6991,5,1,0.200000003
6992,4,1,0.25
6993,4,1,0.25
6994,3,1,0.333333343
6995,1,0,0
6996,4,0,0
6997,4,0,0
6998,1,0,0
6999,6,1,0.166666672
7000,2,0,0
7001,3,0,0
7002,5,0,0
7003,5,0,0
7004,4,1,0.25
7006,4,0,0
7007,2,2,1
7009,3,0,0
7010,2,0,0
7011,7,0,0
7014,3,0,0
7015,3,1,0.333333343
7016,1,0,0
7017,2,1,0.5
7018,6,0,0
7019,3,0,0
7020,2,0,0
7021,3,0,0
7022,4,0,0
7023,3,1,0.333333343
7024,3,1,0.333333343
7025,6,3,0.5
7026,2,0,0
7027,3,2,0.666666687
7028,2,0,0
7029,4,0,0
7030,5,0,0
7031,4,0,0
7032,2,0,0
7033,3,1,0.333333343
7034,3,1,0.333333343
7035,3,1,0.333333343
7036,1,0,0
7037,5,0,0
7038,1,1,1
7039,6,1,0.166666672
7040,3,0,0
7041,2,1,0.5
7042,1,0,0
7043,1,0,0
7045,2,0,0
7046,3,0,0
7047,2,0,0
7048,1,0,0
7049,2,1,0.5
7050,5,0,0
7051,5,1,0.200000003
7052,3,0,0
7053,5,0,0
7054,2,0,0
7055,1,0,0
7056,1,0,0
7057,4,0,0
7058,3,0,0
7059,3,0,0
7060,6,3,0.5
7061,2,1,0.5
7062,1,0,0
7063,1,0,0
7064,2,0,0
7065,4,1,0.25
7066,6,2,0.333333343
7067,4,0,0
7069,2,0,0
7071,2,0,0
7072,2,1,0.5
7073,1,0,0
7074,1,0,0
7075,3,0,0
7076,3,1,0.333333343
7077,3,0,0
7078,2,0,0
7079,3,1,0.333333343
7080,1,0,0
7081,2,0,0
7082,2,1,0.5
7083,2,0,0
7084,2,0,0
7085,4,0,0
7086,4,0,0
7087,6,1,0.166666672
7088,4,2,0.5
7089,3,0,0
7090,6,2,0.333333343
7091,2,0,0
7092,2,0,0
7093,3,0,0
7094,1,0,0
7095,2,0,0
7096,6,0,0
7097,1,1,1
7098,2,1,0.5
7099,5,1,0.200000003
7100,4,0,0
7101,3,0,0
7102,5,0,0
7103,5,1,0.200000003
7104,1,0,0
7105,4,0,0
7106,3,0,0
7107,2,0,0
7108,1,0,0
7109,2,0,0
7110,2,0,0
7111,1,0,0
7112,2,0,0
7113,3,1,0.333333343
7114,5,0,0
7115,6,4,0.666666687
7116,3,0,0
7118,5,2,0.400000006
7119,4,0,0
7120,2,0,0
7122,3,0,0
7123,2,0,0
7124,2,0,0
7126,5,1,0.200000003
7127,5,0,0
7128,1,0,0
7130,3,0,0
7131,1,0,0
7132,1,0,0
7133,2,0,0
7134,3,0,0
7135,2,0,0
7136,3,0,0
7137,2,0,0
7138,2,0,0
7139,3,0,0
7140,4,1,0.25
7141,3,0,0
7142,2,0,0
7143,2,1,0.5
7144,1,0,0
7145,3,0,0
7146,2,0,0
7148,1,0,0
7150,1,0,0
7151,3,0,0
7153,1,1,1
7154,3,0,0
7155,1,0,0
7156,4,0,0
7157,1,0,0
7158,3,0,0
7159,4,0,0
7160,2,0,0
7161,3,0,0
7162,2,1,0.5
7163,4,0,0
7164,3,0,0
7165,3,1,0.333333343
7166,1,0,0
7167,3,0,0
7168,4,0,0
7169,2,0,0
7170,3,0,0
7171,2,0,0
7172,2,1,0.5
7173,1,0,0
7174,2,1,0.5
7175,1,0,0
7176,2,0,0
7177,2,0,0
7178,3,1,0.333333343
7179,1,0,0
7180,2,0,0
7181,1,0,0
7182,3,1,0.333333343
7183,3,0,0
7184,2,1,0.5
7185,4,1,0.25
7186,2,0,0
7187,5,0,0
7188,5,0,0
7189,1,0,0
7190,3,0,0
7191,6,0,0
7192,2,0,0
7193,2,0,0
7194,3,0,0
7195,1,1,1
7196,3,1,0.333333343
7197,4,0,0
7199,1,0,0
7200,5,1,0.200000003
7201,3,1,0.333333343
7202,1,0,0
7203,3,1,0.333333343
7204,5,0,0
7205,2,0,0
7206,3,0,0
7207,3,0,0
7208,2,0,0
7209,4,0,0
7210,1,0,0
7211,1,0,0
7212,3,0,0
7213,1,0,0
7214,5,1,0.200000003
7215,3,0,0
7216,5,0,0
7217,2,0,0
7218,2,1,0.5
7219,1,0,0
7220,2,1,0.5
7221,3,1,0.333333343
7222,4,0,0
7223,4,0,0
7224,2,0,0
7225,6,1,0.166666672
7227,2,1,0.5
7228,3,1,0.333333343
7229,2,1,0.5
7230,1,0,0
7231,3,0,0
7233,2,0,0
7234,2,0,0
7235,3,1,0.333333343
7236,3,1,0.333333343
7237,2,0,0
7238,3,1,0.333333343
7239,1,0,0
7240,2,0,0
7241,4,0,0
7242,2,1,0.5
7243,4,0,0
7244,2,1,0.5
7246,4,0,0
7247,2,0,0
7248,1,1,1
7249,2,0,0
7250,2,0,0
7252,3,0,0
7253,3,1,0.333333343
7254,2,1,0.5
7256,2,0,0
7257,6,1,0.166666672
7258,3,0,0
7259,2,0,0
7260,2,0,0
7261,1,0,0
7262,1,0,0
7263,2,0,0
7264,7,2,0.285714298
7265,2,1,0.5
7266,1,0,0
7267,2,0,0
7268,2,2,1
7269,2,2,1
7270,3,0,0
7271,1,0,0
7272,6,1,0.166666672
7273,4,2,0.5
7274,3,1,0.333333343
7275,3,0,0
7276,3,0,0
7277,3,0,0
7278,4,0,0
7279,4,1,0.25
7280,3,0,0
7281,5,0,0
7282,4,0,0
7283,3,0,0
7284,3,0,0
7285,2,1,0.5
7286,2,1,0.5
7287,6,0,0
7288,3,0,0
7289,1,1,1
7290,1,1,1
7291,4,1,0.25
7292,5,2,0.400000006
7293,3,0,0
7294,2,0,0
7296,3,0,0
7298,5,1,0.200000003
7299,4,0,0
7300,6,1,0.166666672
7301,5,2,0.400000006
7302,1,0,0
7303,2,0,0
7304,1,0,0
7305,7,2,0.285714298
7307,3,0,0
7308,4,1,0.25
7309,1,1,1
7310,1,1,1
7311,5,1,0.200000003
7312,6,2,0.333333343
7313,5,2,0.400000006
7314,1,0,0
7315,3,1,0.333333343
7316,2,0,0
7317,3,1,0.333333343
7318,4,0,0
7319,5,0,0
7320,4,0,0
7321,3,1,0.333333343
7322,2,1,0.5
7323,2,0,0
7324,6,1,0.166666672
7325,1,0,0
7326,1,0,0
7327,1,0,0
7328,1,0,0
7329,4,0,0
7330,3,0,0
7331,4,0,0
7332,4,0,0
7333,3,0,0
7334,2,1,0.5
7335,3,0,0
7336,4,0,0
7337,2,0,0
7338,5,0,0
7339,2,0,0
7341,1,0,0
7342,2,0,0
7343,3,0,0
7344,6,1,0.166666672
7345,2,0,0
7346,2,1,0.5
7347,2,1,0.5
7348,1,0,0
7349,5,0,0
7350,3,0,0
7351,1,0,0
7352,2,0,0
7353,1,0,0
7354,3,1,0.333333343
7355,2,0,0
7356,4,1,0.25
7357,2,2,1
7358,3,1,0.333333343
7359,4,2,0.5
7360,2,0,0
7361,2,0,0
7362,3,0,0
7363,4,0,0
7364,4,0,0
7365,1,0,0
7366,2,0,0
7367,4,1,0.25
7368,2,0,0
7369,3,1,0.333333343
7370,1,0,0
7371,1,0,0
7372,4,0,0
7373,2,0,0
7374,2,1,0.5
7375,4,0,0
7376,2,1,0.5
7377,3,0,0
7378,5,0,0
7379,2,0,0
7380,3,0,0
7381,2,0,0
7382,1,0,0
7383,2,0,0
7384,5,0,0
7385,2,0,0
7386,1,0,0
7387,2,0,0
7388,2,0,0
7389,3,0,0
7390,3,0,0
7391,3,1,0.333333343
7392,4,1,0.25
7393,4,1,0.25
7395,3,0,0
7396,2,0,0
7397,5,1,0.200000003
7399,2,0,0
7400,6,2,0.333333343
7401,4,2,0.5
7402,2,0,0
7403,6,1,0.166666672
7404,2,0,0
7405,4,0,0
7406,3,1,0.333333343
7407,2,0,0
7408,2,0,0
7409,2,0,0
7410,6,0,0
7411,3,0,0
7413,4,0,0
7414,1,0,0
7415,2,0,0
7416,3,1,0.333333343
7418,1,0,0
7419,3,1,0.333333343
7420,4,2,0.5
7421,2,0,0
7422,4,0,0
7425,1,1,1
7426,4,0,0
7427,3,2,0.666666687
7428,5,0,0
7429,5,1,0.200000003
7431,1,0,0
7433,2,0,0
7434,3,0,0
7435,2,1,0.5
7436,7,0,0
7437,3,1,0.333333343
7439,3,0,0
7440,3,1,0.333333343
7441,3,0,0
7442,3,0,0
7444,4,0,0
7445,5,0,0
7446,2,0,0
7447,1,0,0
7448,3,1,0.333333343
7449,1,0,0
7450,3,0,0
7451,4,0,0
7452,3,0,0
7453,3,0,0
7454,4,1,0.25
7455,2,1,0.5
7456,4,0,0
7457,6,1,0.166666672
7458,1,0,0
7459,2,0,0
7460,4,0,0
7461,2,0,0
7462,3,0,0
7463,3,0,0
7464,1,0,0
7465,1,0,0
7466,2,0,0
7467,2,0,0
7468,1,1,1
7469,1,0,0
7470,4,2,0.5
7471,3,0,0
7472,2,0,0
7473,4,0,0
7474,1,1,1
7475,1,0,0
7476,3,0,0
7477,6,1,0.166666672
7478,1,0,0
7479,3,0,0
7480,3,0,0
7481,3,0,0
7482,2,1,0.5
7483,1,1,1
7484,2,0,0
7485,2,0,0
7486,1,0,0
7487,2,1,0.5
7490,3,0,0
7491,3,0,0
7492,1,0,0
7493,2,0,0
7494,3,1,0.333333343
7495,2,0,0
7496,2,0,0
7497,1,0,0
7498,2,1,0.5
7499,2,0,0
7500,2,0,0
7501,1,0,0
7502,3,0,0
7503,6,2,0.333333343
7504,2,1,0.5
7506,3,0,0
7507,1,0,0
7508,4,0,0
7509,4,1,0.25
7511,3,0,0
7512,2,1,0.5
7513,3,0,0
7514,1,0,0
7515,5,2,0.400000006
7516,3,1,0.333333343
7517,1,1,1
7518,5,0,0
7519,4,0,0
7520,2,0,0
7522,2,0,0
7523,2,0,0
7524,2,0,0
7525,6,1,0.166666672
7526,2,1,0.5
7527,2,0,0
7528,4,1,0.25
7529,2,0,0
7530,6,1,0.166666672
7531,2,0,0
7532,6,0,0
7534,4,0,0
7535,3,0,0
7536,1,0,0
7537,2,0,0
7538,4,0,0
7539,1,0,0
7540,1,0,0
7541,1,1,1
7542,4,1,0.25
7543,2,0,0
7544,1,1,1
7545,5,1,0.200000003
7546,3,0,0
7547,2,0,0
7548,1,0,0
7549,1,0,0
7550,5,0,0
7551,3,0,0
7552,4,0,0
7553,3,0,0
7554,3,1,0.333333343
7555,3,1,0.333333343
7556,2,2,1
7557,3,1,0.333333343
7558,1,0,0
7559,1,1,1
7560,6,1,0.166666672
7561,3,2,0.666666687
7562,2,0,0
7563,3,0,0
7564,2,0,0
7565,3,0,0
7566,4,0,0
7567,4,0,0
7568,4,0,0
7569,2,0,0
7570,2,0,0
7572,4,0,0
7573,3,0,0
7574,3,1,0.333333343
7575,1,0,0
7576,3,0,0
7577,1,0,0
7578,3,1,0.333333343
7579,2,0,0
7580,2,0,0
7581,2,0,0
7582,5,3,0.600000024
7583,1,0,0
7584,3,0,0
7585,3,0,0
7586,3,0,0
7587,3,1,0.333333343
7588,2,0,0
7589,2,0,0
7590,2,0,0
7591,1,0,0
7592,4,1,0.25
7593,2,0,0
7594,2,1,0.5
7595,4,1,0.25
7596,3,0,0
7597,2,0,0
7598,3,2,0.666666687
7599,2,0,0
7600,2,1,0.5
7601,1,0,0
7602,1,0,0
7603,5,0,0
7604,1,0,0
7605,5,2,0.400000006
7606,1,1,1
7607,2,0,0
7608,2,0,0
7609,7,1,0.142857149
7611,4,1,0.25
7612,9,2,0.222222224
7614,3,0,0
7615,1,0,0
7616,5,0,0
7617,2,0,0
7618,4,0,0
7619,3,0,0
7620,2,1,0.5
7621,3,1,0.333333343
7622,1,0,0
7623,3,1,0.333333343
7624,1,0,0
7625,2,0,0
7626,4,2,0.5
7627,7,2,0.285714298
7628,2,1,0.5
7629,2,0,0
7630,3,0,0
7631,4,0,0
7632,1,0,0
7633,4,0,0
7634,2,0,0
7635,1,0,0
7636,2,1,0.5
7637,1,0,0
7638,3,1,0.333333343
7640,4,0,0
7641,2,0,0
7642,3,1,0.333333343
7643,4,0,0
7644,6,1,0.166666672
7645,1,0,0
7646,4,0,0
7647,2,0,0
7648,1,0,0
7649,1,0,0
7650,4,0,0
7651,3,1,0.333333343
7652,5,0,0
7653,6,0,0
7654,3,0,0
7655,3,0,0
7656,2,0,0
7657,5,1,0.200000003
7658,7,0,0
7659,1,0,0
7660,2,0,0
7661,5,1,0.200000003
7662,1,0,0
7663,1,0,0
7664,2,1,0.5
7666,4,0,0
7667,1,0,0
7668,2,1,0.5
7669,2,0,0
7670,1,0,0
7671,3,1,0.333333343
7673,2,0,0
7674,3,1,0.333333343
7675,3,0,0
7676,5,2,0.400000006
7677,1,0,0
7678,4,1,0.25
7679,4,2,0.5
7680,2,0,0
7681,2,0,0
7682,2,1,0.5
7683,2,0,0
7684,4,1,0.25
7686,1,0,0
7688,1,0,0
7689,3,0,0
7690,1,0,0
7691,3,1,0.333333343
7692,2,1,0.5
7693,5,3,0.600000024
7694,2,0,0
7695,2,0,0
7696,3,0,0
7697,2,1,0.5
7699,3,0,0
7700,1,0,0
7701,4,1,0.25
7702,2,0,0
7703,2,2,1
7704,3,0,0
7705,4,2,0.5
7706,4,0,0
7707,4,1,0.25
7708,2,0,0
7709,1,0,0
7710,1,0,0
7711,2,1,0.5
7712,1,1,1
7713,2,1,0.5
7714,3,1,0.333333343
7715,2,0,0
7716,2,0,0
7717,2,0,0
7718,1,0,0
7719,6,1,0.166666672
7720,1,0,0
7721,5,1,0.200000003
7722,2,1,0.5
7723,2,0,0
7724,4,1,0.25
7725,5,0,0
7726,2,0,0
7727,3,1,0.333333343
7728,3,1,0.333333343
7729,5,1,0.200000003
7730,2,0,0
7731,2,0,0
7732,3,0,0
7733,4,1,0.25
7734,3,0,0
7735,3,1,0.333333343
7736,2,0,0
7737,3,0,0
7738,1,0,0
7739,2,0,0
7740,3,0,0
7741,4,0,0
7742,4,0,0
7743,2,0,0
7744,2,0,0
7745,2,1,0.5
7746,1,0,0
7747,2,0,0
7749,3,0,0
7750,1,0,0
7751,2,0,0
7752,4,1,0.25
7753,4,1,0.25
7754,2,0,0
7755,4,1,0.25
7756,4,1,0.25
7757,2,0,0
7758,2,0,0
7759,1,0,0
7760,2,0,0
7761,4,0,0
7762,1,0,0
7763,1,1,1
7764,3,0,0
7765,2,1,0.5
7766,1,0,0
7767,4,0,0
7769,4,2,0.5
7770,2,0,0
7771,2,0,0
7772,1,1,1
7773,4,1,0.25
7774,1,0,0
7775,2,0,0
7776,3,1,0.333333343
7777,2,0,0
7778,3,0,0
7779,3,0,0
7780,1,0,0
7781,4,0,0
7782,3,2,0.666666687
7783,4,1,0.25
7784,3,1,0.333333343
7785,1,0,0
7786,3,0,0
7787,1,0,0
7788,1,1,1
7789,3,0,0
7790,4,0,0
7791,2,0,0
7792,4,0,0
7793,7,0,0
7794,1,1,1
7795,4,1,0.25
7796,5,1,0.200000003
7797,1,0,0
7798,2,0,0
7799,2,0,0
7800,2,0,0
7801,4,1,0.25
7802,2,0,0
7803,6,1,0.166666672
7804,4,1,0.25
7805,5,0,0
7806,3,1,0.333333343
7807,2,0,0
7808,3,0,0
7809,3,0,0
7810,3,0,0
7811,2,0,0
7812,3,0,0
7813,2,0,0
7814,1,0,0
7815,2,1,0.5
7816,1,0,0
7817,5,0,0
7818,2,0,0
7820,4,0,0
7821,4,1,0.25
7822,2,0,0
7824,4,1,0.25
7825,2,0,0
7826,6,1,0.166666672
7827,1,0,0
7828,2,1,0.5
7829,3,0,0
7830,4,0,0
7831,3,2,0.666666687
7832,1,0,0
7833,1,0,0
7834,2,1,0.5
7835,2,0,0
7837,2,0,0
7838,4,0,0
7839,3,2,0.666666687
7842,1,0,0
7843,3,0,0
7845,3,0,0
7846,2,1,0.5
7847,3,2,0.666666687
7848,1,0,0
7849,4,1,0.25
7850,3,0,0
7851,5,0,0
7853,3,0,0
7854,3,1,0.333333343
7855,3,1,0.333333343
7857,3,1,0.333333343
7858,3,2,0.666666687
7859,1,0,0
7860,7,0,0
7861,3,1,0.333333343
7863,2,0,0
7864,2,0,0
7865,2,0,0
7866,3,0,0
7867,3,0,0
7868,3,0,0
7869,3,0,0
7870,2,1,0.5
7871,2,0,0
7872,1,0,0
7873,2,0,0
7874,3,1,0.333333343
7875,5,0,0
7876,3,0,0
7878,1,0,0
7879,3,0,0
7880,4,0,0
7881,2,0,0
7882,3,0,0
7883,4,0,0
7884,2,0,0
7885,1,0,0
7886,5,1,0.200000003
7887,3,0,0
7888,7,2,0.285714298
7889,1,0,0
7890,8,2,0.25
7891,3,0,0
7892,2,0,0
7893,2,1,0.5
7894,2,1,0.5
7895,2,1,0.5
7896,8,1,0.125
7897,3,0,0
7898,5,1,0.200000003
7899,3,1,0.333333343
7900,6,1,0.166666672
7901,2,1,0.5
7902,1,0,0
7903,3,0,0
7904,3,1,0.333333343
7905,1,0,0
7906,1,0,0
7907,2,0,0
7908,2,0,0
7909,4,1,0.25
7911,1,1,1
7912,4,0,0
7913,2,0,0
7914,1,0,0
7915,2,0,0
7916,1,0,0
7917,3,2,0.666666687
7918,2,0,0
7919,3,0,0
7920,3,2,0.666666687
7921,2,1,0.5
7922,1,0,0
7923,2,1,0.5
7924,1,0,0
7926,2,1,0.5
7927,1,1,1
7928,3,0,0
7929,2,0,0
7930,4,1,0.25
7931,2,0,0
7932,1,0,0
7933,2,0,0
7934,3,0,0
7935,1,0,0
7936,2,0,0
7937,1,0,0
7938,5,0,0
7939,2,1,0.5
7940,4,1,0.25
7941,4,1,0.25
7942,4,0,0
7943,4,0,0
7944,2,0,0
7945,2,0,0
7946,3,2,0.666666687
7947,2,0,0
7948,2,1,0.5
7949,4,0,0
7950,1,1,1
7951,1,0,0
7952,2,1,0.5
7953,3,1,0.333333343
7954,3,1,0.333333343
7955,2,0,0
7956,2,1,0.5
7958,2,0,0
7959,1,0,0
7961,3,1,0.333333343
7962,1,0,0
7963,3,2,0.666666687
7965,1,0,0
7966,4,0,0
7967,3,1,0.333333343
7969,3,0,0
7970,4,0,0
7971,2,1,0.5
7973,2,0,0
7974,4,0,0
7975,2,0,0
7976,3,0,0
7977,1,0,0
7978,2,1,0.5
7979,3,0,0
7980,3,1,0.333333343
7981,3,0,0
7982,4,1,0.25
7983,1,0,0
7984,2,0,0
7985,2,0,0
7986,2,0,0
7987,4,0,0
7988,1,0,0
7989,2,0,0
7990,2,0,0
7991,4,0,0
7992,2,0,0
7993,2,0,0
7994,2,0,0
7995,1,1,1
7997,5,0,0
7998,3,0,0
7999,4,1,0.25
8000,5,0,0
8001,2,0,0
8002,3,0,0
8003,2,0,0
8004,2,0,0
8005,2,0,0
8006,2,0,0
8007,3,0,0
8008,4,1,0.25
8009,3,1,0.333333343
8010,2,0,0
8011,1,0,0
8012,2,0,0
8013,1,0,0
8014,2,0,0
8015,1,0,0
8016,1,0,0
8017,4,0,0
8018,2,0,0
8019,1,0,0
8020,5,0,0
8022,3,0,0
8023,4,0,0
8024,2,1,0.5
8025,2,1,0.5
8026,5,2,0.400000006
8027,3,1,0.333333343
8028,3,0,0
8029,5,0,0
8030,4,0,0
8032,2,1,0.5
8034,2,0,0
8035,4,1,0.25
8036,1,0,0
8037,3,0,0
8039,3,0,0
8040,3,1,0.333333343
8041,5,0,0
8042,2,0,0
8044,2,0,0
8045,3,0,0
8046,4,1,0.25
8047,3,0,0
8048,4,0,0
8049,5,0,0
8050,2,1,0.5
8051,1,0,0
8052,1,0,0
8053,2,1,0.5
8054,3,1,0.333333343
8055,4,0,0
8056,2,0,0
8057,2,0,0
8058,2,0,0
8059,2,0,0
8060,7,0,0
8061,4,0,0
8062,1,0,0
8064,6,0,0
8065,3,0,0
8066,4,0,0
8067,3,0,0
8068,2,0,0
8069,2,0,0
8070,1,0,0
8071,1,0,0
8072,2,2,1
8073,3,0,0
8074,3,0,0
8075,1,0,0
8076,3,0,0
8077,1,0,0
8078,3,0,0
8079,2,1,0.5
8080,2,0,0
8082,3,0,0
8084,1,0,0
8085,3,1,0.333333343
8087,1,0,0
8088,3,1,0.333333343
8089,3,0,0
8090,3,2,0.666666687
8091,4,0,0
8093,2,1,0.5
8094,2,0,0
8095,1,0,0
8096,5,1,0.200000003
8097,1,0,0
8098,1,0,0
8100,1,0,0
8101,3,0,0
8102,1,0,0
8103,3,0,0
8104,3,0,0
8105,1,0,0
8107,3,0,0
8108,2,0,0
8109,4,1,0.25
8110,3,1,0.333333343
8111,1,0,0
8112,2,0,0
8113,5,0,0
8114,6,1,0.166666672
8115,6,1,0.166666672
8116,2,0,0
8117,5,0,0
8118,2,0,0
8120,2,1,0.5
8121,2,0,0
8123,1,0,0
8124,3,0,0
8126,2,1,0.5
8127,3,1,0.333333343
8128,2,0,0
8129,2,0,0
8130,4,1,0.25
8131,1,0,0
8133,4,0,0
8134,2,0,0
8135,1,0,0
8136,1,0,0
8137,1,0,0
8138,4,0,0
8139,4,0,0
8140,5,2,0.400000006
8141,5,0,0
8142,2,0,0
8143,1,0,0
8144,4,1,0.25
8146,3,1,0.333333343
8147,2,0,0
8148,4,0,0
8149,5,0,0
8151,4,0,0
8152,5,0,0
8153,1,0,0
8154,1,1,1
8155,2,0,0
8156,6,1,0.166666672
8157,2,1,0.5
8158,3,0,0
8159,4,0,0
8161,1,0,0
8163,4,0,0
8164,2,0,0
8165,1,0,0
8166,1,0,0
8167,1,0,0
8168,3,0,0
8170,1,1,1
8172,2,0,0
8173,2,0,0
8174,1,1,1
8175,2,1,0.5
8176,4,1,0.25
8177,1,0,0
8178,1,0,0
8179,3,0,0
8180,4,0,0
8182,2,0,0
8183,3,0,0
8184,1,0,0
8185,1,0,0
8186,4,2,0.5
8187,3,2,0.666666687
8188,2,0,0
8189,3,0,0
8190,3,1,0.333333343
8191,3,1,0.333333343
8192,2,0,0
8193,2,0,0
8194,1,0,0
8197,2,0,0
8198,4,1,0.25
8199,2,0,0
8200,1,0,0
8201,4,1,0.25
8202,1,0,0
8203,1,1,1
8204,3,1,0.333333343
8205,5,1,0.200000003
8206,4,0,0
8207,1,0,0
8208,5,2,0.400000006
8209,4,0,0
8210,1,0,0
8211,3,0,0
8212,2,0,0
8213,1,0,0
8214,4,1,0.25
8215,1,0,0
8216,1,0,0
8218,1,0,0
8219,3,0,0
8220,6,0,0
8221,3,0,0
8222,4,1,0.25
8223,1,0,0
8224,1,0,0
8225,1,0,0
8226,2,1,0.5
8227,4,0,0
8228,1,0,0
8229,1,0,0
8230,3,1,0.333333343
8232,3,0,0
8233,1,0,0
8234,3,1,0.333333343
8235,2,0,0
8237,3,0,0
8238,2,0,0
8239,1,0,0
8241,2,0,0
8242,4,0,0
